Community  2 :
Length  2 , 682
Length  3 , 83564
Length  4 , 5878
Length  5 , 20844
Length  6 , 2376
Length  7 , 2260
Length  8 , 212
Length  9 , 114
Length  10 , 8
Length  11 , 2
Average Degree of Seperation,  3.559496291185096
Community  3 :
Length  2 , 650
Length  3 , 103370
Length  4 , 646
Length  5 , 1284
Average Degree of Seperation,  3.0242000943841436
Community  4 :
Length  2 , 580
Length  3 , 70302
Length  4 , 1628
Length  5 , 11622
Length  6 , 88
Length  7 , 170
Average Degree of Seperation,  3.2990401706363315
Community  5 :
Length  2 , 482
Length  3 , 57840
Average Degree of Seperation,  2.9917355371900825
Community  6 :
Length  2 , 390
Length  3 , 25712
Length  4 , 1010
Length  5 , 10682
Length  6 , 136
Length  7 , 290
Average Degree of Seperation,  3.6162218733647307
Community  7 :
Length  2 , 358
Length  3 , 6148
Length  4 , 1390
Length  5 , 7604
Length  6 , 1456
Length  7 , 5234
Length  8 , 1268
Length  9 , 4730
Length  10 , 1020
Length  11 , 1912
Length  12 , 500
Length  13 , 400
Average Degree of Seperation,  6.34790755777639
Community  8 :
Length  2 , 334
Length  3 , 5798
Length  4 , 1084
Length  5 , 10388
Length  6 , 1302
Length  7 , 6470
Length  8 , 642
Length  9 , 1826
Length  10 , 92
Length  11 , 120
Average Degree of Seperation,  5.39100370687197
Community  9 :
Length  2 , 320
Length  3 , 9880
Length  4 , 1082
Length  5 , 10768
Length  6 , 648
Length  7 , 2758
Length  8 , 106
Length  9 , 198
Average Degree of Seperation,  4.436024844720497
Community  10 :
Length  2 , 306
Length  3 , 14940
Length  4 , 612
Length  5 , 1176
Length  6 , 418
Length  7 , 832
Length  8 , 2278
Length  9 , 544
Length  10 , 1950
Length  11 , 260
Length  12 , 244
Length  13 , 2
Average Degree of Seperation,  4.690858161446397
Community  11 :
Length  2 , 304
Length  3 , 18718
Length  4 , 888
Length  5 , 3346
Average Degree of Seperation,  3.3128654970760234
Community  12 :
Length  2 , 302
Length  3 , 22650
Average Degree of Seperation,  2.986842105263158
Community  13 :
Length  2 , 288
Length  3 , 7948
Length  4 , 1390
Length  5 , 9206
Length  6 , 480
Length  7 , 1468
Length  8 , 34
Length  9 , 66
Average Degree of Seperation,  4.311877394636015
Community  14 :
Length  2 , 286
Length  3 , 8492
Length  4 , 636
Length  5 , 9018
Length  6 , 446
Length  7 , 1692
Length  8 , 22
Average Degree of Seperation,  4.291860916860917
Community  15 :
Length  2 , 284
Length  3 , 20022
Average Degree of Seperation,  2.986013986013986
Community  16 :
Length  2 , 270
Length  3 , 6290
Length  4 , 736
Length  5 , 4060
Length  6 , 732
Length  7 , 4804
Length  8 , 246
Length  9 , 1158
Length  10 , 64
Average Degree of Seperation,  5.103703703703704
Community  17 :
Length  2 , 232
Length  3 , 12886
Length  4 , 452
Length  5 , 2
Average Degree of Seperation,  3.016504568228706
Community  18 :
Length  2 , 232
Length  3 , 4760
Length  4 , 2686
Length  5 , 3044
Length  6 , 2184
Length  7 , 184
Length  8 , 442
Length  9 , 40
Average Degree of Seperation,  4.346890657235485
Community  19 :
Length  2 , 230
Length  3 , 4644
Length  4 , 694
Length  5 , 5732
Length  6 , 532
Length  7 , 1340
Length  8 , 70
Length  9 , 98
Average Degree of Seperation,  4.485907046476761
Community  20 :
Length  2 , 222
Length  3 , 5504
Length  4 , 790
Length  5 , 3802
Length  6 , 364
Length  7 , 1380
Length  8 , 94
Length  9 , 276
Average Degree of Seperation,  4.360199485199486
Community  21 :
Length  2 , 218
Length  3 , 9380
Length  4 , 416
Length  5 , 1732
Length  6 , 210
Length  7 , 30
Length  8 , 4
Average Degree of Seperation,  3.3696413678065054
Community  22 :
Length  2 , 210
Length  3 , 5718
Length  4 , 638
Length  5 , 3954
Length  6 , 162
Length  7 , 448
Average Degree of Seperation,  3.9536388140161725
Community  23 :
Length  2 , 208
Length  3 , 5510
Length  4 , 226
Length  5 , 2138
Length  6 , 178
Length  7 , 2660
Average Degree of Seperation,  4.416483516483517
Community  24 :
Length  2 , 210
Length  3 , 5884
Length  4 , 268
Length  5 , 4424
Length  6 , 134
Average Degree of Seperation,  3.8523809523809525
Community  25 :
Length  2 , 200
Length  3 , 2942
Length  4 , 760
Length  5 , 3950
Length  6 , 782
Length  7 , 1328
Length  8 , 78
Length  9 , 60
Average Degree of Seperation,  4.67009900990099
Community  26 :
Length  2 , 190
Length  3 , 7848
Length  4 , 360
Length  5 , 706
Length  6 , 8
Length  7 , 8
Average Degree of Seperation,  3.1796052631578946
Community  27 :
Length  2 , 188
Length  3 , 8376
Length  4 , 184
Length  5 , 182
Average Degree of Seperation,  3.040313549832027
Community  28 :
Length  2 , 182
Length  3 , 4454
Length  4 , 456
Length  5 , 2162
Length  6 , 220
Length  7 , 664
Length  8 , 160
Length  9 , 60
Length  10 , 14
Average Degree of Seperation,  4.095556617295748
Community  29 :
Length  2 , 180
Length  3 , 2774
Length  4 , 306
Length  5 , 3632
Length  6 , 172
Length  7 , 1020
Length  8 , 38
Length  9 , 68
Average Degree of Seperation,  4.536507936507936
Community  30 :
Length  2 , 164
Length  3 , 6642
Average Degree of Seperation,  2.9759036144578315
Community  31 :
Length  2 , 162
Length  3 , 2450
Length  4 , 216
Length  5 , 1860
Length  6 , 162
Length  7 , 768
Length  8 , 142
Length  9 , 794
Length  10 , 88
Average Degree of Seperation,  5.020776874435411
Community  32 :
Length  2 , 160
Length  3 , 2038
Length  4 , 306
Length  5 , 2692
Length  6 , 150
Length  7 , 1134
Average Degree of Seperation,  4.62283950617284
Community  33 :
Length  2 , 154
Length  3 , 3874
Length  4 , 268
Length  5 , 1682
Length  6 , 28
Average Degree of Seperation,  3.593073593073593
Community  34 :
Length  2 , 152
Length  3 , 1942
Length  4 , 408
Length  5 , 1854
Length  6 , 246
Length  7 , 1092
Length  8 , 46
Length  9 , 112
Average Degree of Seperation,  4.704032809295967
Community  35 :
Length  2 , 144
Length  3 , 2598
Length  4 , 190
Length  5 , 2238
Length  6 , 86
Average Degree of Seperation,  3.909436834094368
Community  36 :
Length  2 , 142
Length  3 , 4970
Average Degree of Seperation,  2.9722222222222223
Community  37 :
Length  2 , 142
Length  3 , 3242
Length  4 , 182
Length  5 , 1326
Length  6 , 220
Average Degree of Seperation,  3.655712050078247
Community  38 :
Length  2 , 132
Length  3 , 4290
Average Degree of Seperation,  2.970149253731343
Community  39 :
Length  2 , 132
Length  3 , 2232
Length  4 , 208
Length  5 , 1806
Length  6 , 44
Average Degree of Seperation,  3.8638625056535503
Community  40 :
Length  2 , 130
Length  3 , 3440
Length  4 , 354
Length  5 , 354
Length  6 , 12
Average Degree of Seperation,  3.2256410256410257
Community  41 :
Length  2 , 122
Length  3 , 1352
Length  4 , 268
Length  5 , 1672
Length  6 , 174
Length  7 , 188
Length  8 , 6
Average Degree of Seperation,  4.267583289264939
Community  42 :
Length  2 , 122
Length  3 , 2414
Length  4 , 118
Length  5 , 1128
Average Degree of Seperation,  3.5954521417239556
Community  43 :
Length  2 , 120
Length  3 , 3094
Length  4 , 116
Length  5 , 330
Average Degree of Seperation,  3.1792349726775955
Community  44 :
Length  2 , 116
Length  3 , 1628
Length  4 , 112
Length  5 , 1566
Average Degree of Seperation,  3.9140853302162477
Community  45 :
Length  2 , 116
Length  3 , 1992
Length  4 , 136
Length  5 , 1094
Length  6 , 84
Average Degree of Seperation,  3.7188778492109877
Community  46 :
Length  2 , 108
Length  3 , 2862
Average Degree of Seperation,  2.963636363636364
Community  47 :
Length  2 , 100
Length  3 , 2450
Average Degree of Seperation,  2.9607843137254903
Community  48 :
Length  2 , 98
Length  3 , 2352
Average Degree of Seperation,  2.96
Community  49 :
Length  2 , 90
Length  3 , 868
Length  4 , 136
Length  5 , 834
Length  6 , 32
Length  7 , 110
Average Degree of Seperation,  4.086956521739131
Community  50 :
Length  2 , 84
Length  3 , 1722
Average Degree of Seperation,  2.953488372093023
Community  51 :
Length  2 , 82
Length  3 , 1094
Length  4 , 202
Length  5 , 324
Length  6 , 20
Average Degree of Seperation,  3.480836236933798
Community  52 :
Length  2 , 82
Length  3 , 894
Length  4 , 152
Length  5 , 594
Average Degree of Seperation,  3.7305458768873403
Community  53 :
Length  2 , 78
Length  3 , 1482
Average Degree of Seperation,  2.95
Community  54 :
Length  2 , 76
Length  3 , 1006
Length  4 , 192
Length  5 , 192
Length  6 , 12
Length  7 , 4
Average Degree of Seperation,  3.3724696356275303
Community  55 :
Length  2 , 72
Length  3 , 1260
Average Degree of Seperation,  2.945945945945946
Community  56 :
Length  2 , 70
Length  3 , 1124
Length  4 , 66
Average Degree of Seperation,  2.996825396825397
Community  57 :
Length  2 , 70
Length  3 , 1060
Length  4 , 66
Length  5 , 64
Average Degree of Seperation,  3.0984126984126985
Community  58 :
Length  2 , 64
Length  3 , 992
Average Degree of Seperation,  2.9393939393939394
Community  59 :
Length  2 , 62
Length  3 , 930
Average Degree of Seperation,  2.9375
Community  60 :
Length  2 , 62
Length  3 , 930
Average Degree of Seperation,  2.9375
Community  61 :
Length  2 , 62
Length  3 , 930
Average Degree of Seperation,  2.9375
Community  62 :
Length  2 , 60
Length  3 , 622
Length  4 , 56
Length  5 , 192
Average Degree of Seperation,  3.4086021505376345
Community  63 :
Length  2 , 60
Length  3 , 814
Length  4 , 56
Average Degree of Seperation,  2.9956989247311827
Community  64 :
Length  2 , 60
Length  3 , 870
Average Degree of Seperation,  2.935483870967742
Community  65 :
Length  2 , 58
Length  3 , 812
Average Degree of Seperation,  2.933333333333333
Community  66 :
Length  2 , 58
Length  3 , 812
Average Degree of Seperation,  2.933333333333333
Community  67 :
Length  2 , 56
Length  3 , 756
Average Degree of Seperation,  2.9310344827586206
Community  68 :
Length  2 , 56
Length  3 , 704
Length  4 , 52
Average Degree of Seperation,  2.9950738916256157
Community  69 :
Length  2 , 56
Length  3 , 756
Average Degree of Seperation,  2.9310344827586206
Community  70 :
Length  2 , 56
Length  3 , 756
Average Degree of Seperation,  2.9310344827586206
Community  71 :
Length  2 , 56
Length  3 , 756
Average Degree of Seperation,  2.9310344827586206
Community  72 :
Length  2 , 56
Length  3 , 654
