The number of communities,  3643
Biggest Community Length,  926
Community  1 :
Length  2 , 1850
Length  3 , 854700
Average Degree of Seperation,  2.997840172786177
Community  2 :
Length  2 , 1264
Length  3 , 398792
Average Degree of Seperation,  2.9968404423380726
Community  3 :
Length  2 , 882
Length  3 , 140028
Length  4 , 8344
Length  5 , 24968
Length  6 , 3678
Length  7 , 13546
Length  8 , 1314
Length  9 , 918
Length  10 , 166
Length  11 , 164
Length  12 , 32
Average Degree of Seperation,  3.708390022675737
Community  4 :
Length  2 , 668
Length  3 , 111222
Average Degree of Seperation,  2.994029850746269
Community  5 :
Length  2 , 532
Length  3 , 70490
Average Degree of Seperation,  2.99250936329588
Community  6 :
Length  2 , 466
Length  3 , 30082
Length  4 , 902
Length  5 , 18696
Length  6 , 792
Length  7 , 3112
Length  8 , 120
Length  9 , 342
Length  10 , 10
Average Degree of Seperation,  4.01562671948938
Community  7 :
Length  2 , 408
Length  3 , 29276
Length  4 , 2432
Length  5 , 8882
Length  6 , 312
Length  7 , 510
Average Degree of Seperation,  3.544332855093257
Community  8 :
Length  2 , 402
Length  3 , 33118
Length  4 , 1478
Length  5 , 5442
Length  6 , 90
Length  7 , 72
Average Degree of Seperation,  3.308309935471159
Community  9 :
Length  2 , 374
Length  3 , 31580
Length  4 , 370
Length  5 , 2832
Average Degree of Seperation,  3.1609967004209807
Community  10 :
Length  2 , 368
Length  3 , 25874
Length  4 , 2590
Length  5 , 4856
Length  6 , 210
Length  7 , 142
Average Degree of Seperation,  3.3857814336075207
Community  11 :
Length  2 , 358
Length  3 , 14664
Length  4 , 1550
Length  5 , 7554
Length  6 , 814
Length  7 , 6000
Length  8 , 310
Length  9 , 880
Length  10 , 46
Length  11 , 44
Average Degree of Seperation,  4.559466170080695
Community  12 :
Length  2 , 358
Length  3 , 25926
Length  4 , 672
Length  5 , 5122
Length  6 , 32
Length  7 , 110
Average Degree of Seperation,  3.3443202979515827
Community  13 :
Length  2 , 348
Length  3 , 19326
Length  4 , 460
Length  5 , 8406
Length  6 , 560
Length  7 , 1350
Average Degree of Seperation,  3.7883087027914613
Community  14 :
Length  2 , 346
Length  3 , 26120
Length  4 , 2262
Length  5 , 1318
Length  6 , 48
Length  7 , 8
Average Degree of Seperation,  3.157065975682679
Community  15 :
Length  2 , 344
Length  3 , 14622
Length  4 , 340
Length  5 , 14450
Average Degree of Seperation,  3.9710982658959537
Community  16 :
Length  2 , 316
Length  3 , 6332
Length  4 , 768
Length  5 , 7316
Length  6 , 808
Length  7 , 6938
Length  8 , 432
Length  9 , 2120
Length  10 , 92
Average Degree of Seperation,  5.419552583393042
Community  17 :
Length  2 , 296
Length  3 , 18158
Length  4 , 1356
Length  5 , 2164
Length  6 , 64
Length  7 , 14
Average Degree of Seperation,  3.255577725376383
Community  18 :
Length  2 , 292
Length  3 , 9182
Length  4 , 446
Length  5 , 9548
Length  6 , 424
Length  7 , 934
Length  8 , 258
Length  9 , 378
Average Degree of Seperation,  4.296058149287112
Community  19 :
Length  2 , 272
Length  3 , 6398
Length  4 , 586
Length  5 , 8362
Length  6 , 412
Length  7 , 2506
Length  8 , 50
Length  9 , 46
Average Degree of Seperation,  4.547015886646629
Community  20 :
Length  2 , 260
Length  3 , 16770
Average Degree of Seperation,  2.984732824427481
Community  21 :
Length  2 , 254
Length  3 , 3550
Length  4 , 694
Length  5 , 3844
Length  6 , 1002
Length  7 , 5080
Length  8 , 554
Length  9 , 1192
Length  10 , 70
Length  11 , 16
Average Degree of Seperation,  5.583292322834645
Community  22 :
Length  2 , 248
Length  3 , 15008
Length  4 , 244
Average Degree of Seperation,  2.999741935483871
Community  23 :
Length  2 , 248
Length  3 , 6880
Length  4 , 476
Length  5 , 6938
Length  6 , 456
Length  7 , 250
Length  8 , 248
Length  9 , 4
Average Degree of Seperation,  4.144258064516129
Community  24 :
Length  2 , 232
Length  3 , 13340
Average Degree of Seperation,  2.982905982905983
Community  25 :
Length  2 , 224
Length  3 , 6864
Length  4 , 662
Length  5 , 2960
Length  6 , 398
Length  7 , 1548
Average Degree of Seperation,  4.085967130214918
Community  26 :
Length  2 , 216
Length  3 , 5408
Length  4 , 468
Length  5 , 5076
Length  6 , 156
Length  7 , 448
Average Degree of Seperation,  4.075773020727149
Community  27 :
Length  2 , 212
Length  3 , 11130
Average Degree of Seperation,  2.9813084112149535
Community  28 :
Length  2 , 208
Length  3 , 7120
Length  4 , 362
Length  5 , 2922
Length  6 , 36
Length  7 , 64
Average Degree of Seperation,  3.5939133681852127
Community  29 :
Length  2 , 204
Length  3 , 3834
Length  4 , 526
Length  5 , 3584
Length  6 , 1136
Length  7 , 696
Length  8 , 442
Length  9 , 52
Length  10 , 32
Average Degree of Seperation,  4.563677898343803
Community  30 :
Length  2 , 180
Length  3 , 8010
Average Degree of Seperation,  2.978021978021978
Community  31 :
Length  2 , 178
Length  3 , 2802
Length  4 , 574
Length  5 , 3146
Length  6 , 356
Length  7 , 824
Length  8 , 54
Length  9 , 76
Average Degree of Seperation,  4.4704119850187265
Community  32 :
Length  2 , 174
Length  3 , 3484
Length  4 , 330
Length  5 , 3408
Length  6 , 166
Length  7 , 92
Length  8 , 2
Average Degree of Seperation,  4.025078369905956
Community  33 :
Length  2 , 174
Length  3 , 2446
Length  4 , 328
Length  5 , 3318
Length  6 , 236
Length  7 , 1060
Length  8 , 92
Length  9 , 2
Average Degree of Seperation,  4.594827586206897
Community  34 :
Length  2 , 160
Length  3 , 2272
Length  4 , 262
Length  5 , 2784
Length  6 , 152
Length  7 , 732
Length  8 , 42
Length  9 , 76
Average Degree of Seperation,  4.5
Community  35 :
Length  2 , 160
Length  3 , 1962
Length  4 , 386
Length  5 , 1832
Length  6 , 1152
Length  7 , 394
Length  8 , 570
Length  9 , 24
Average Degree of Seperation,  4.838888888888889
Community  36 :
Length  2 , 152
Length  3 , 4466
Length  4 , 432
Length  5 , 802
Average Degree of Seperation,  3.321941216678059
Community  37 :
Length  2 , 146
Length  3 , 4586
Length  4 , 670
Average Degree of Seperation,  3.097001110699741
Community  38 :
Length  2 , 132
Length  3 , 4038
Length  4 , 252
Average Degree of Seperation,  3.027137042062415
Community  39 :
Length  2 , 130
Length  3 , 4160
Average Degree of Seperation,  2.9696969696969697
Community  40 :
Length  2 , 130
Length  3 , 3674
Length  4 , 126
Length  5 , 360
Average Degree of Seperation,  3.1668997668997667
Community  41 :
Length  2 , 126
Length  3 , 3906
Average Degree of Seperation,  2.96875
Community  42 :
Length  2 , 122
Length  3 , 3660
Average Degree of Seperation,  2.967741935483871
Community  43 :
Length  2 , 122
Length  3 , 3660
Average Degree of Seperation,  2.967741935483871
Community  44 :
Length  2 , 122
Length  3 , 3660
Average Degree of Seperation,  2.967741935483871
Community  45 :
Length  2 , 120
Length  3 , 1410
Length  4 , 178
Length  5 , 1602
Length  6 , 50
Length  7 , 300
Average Degree of Seperation,  4.260109289617486
Community  46 :
Length  2 , 116
Length  3 , 3306
Average Degree of Seperation,  2.9661016949152543
Community  47 :
Length  2 , 114
Length  3 , 1412
Length  4 , 240
Length  5 , 1232
Length  6 , 172
Length  7 , 132
Length  8 , 4
Average Degree of Seperation,  4.105263157894737
Community  48 :
Length  2 , 112
Length  3 , 3080
Average Degree of Seperation,  2.9649122807017543
Community  49 :
Length  2 , 110
Length  3 , 2970
Average Degree of Seperation,  2.9642857142857144
Community  50 :
Length  2 , 108
Length  3 , 2862
Average Degree of Seperation,  2.963636363636364
Community  51 :
Length  2 , 84
Length  3 , 1274
Length  4 , 216
Length  5 , 216
Length  6 , 12
Length  7 , 4
Average Degree of Seperation,  3.3410852713178296
Community  52 :
Length  2 , 82
Length  3 , 1640
Average Degree of Seperation,  2.9523809523809526
Community  53 :
Length  2 , 80
Length  3 , 838
Length  4 , 196
Length  5 , 490
Length  6 , 20
Length  7 , 16
Average Degree of Seperation,  3.7439024390243905
Community  54 :
Length  2 , 72
Length  3 , 1126
Length  4 , 68
Length  5 , 66
Average Degree of Seperation,  3.096096096096096
Community  55 :
Length  2 , 72
Length  3 , 1260
Average Degree of Seperation,  2.945945945945946
Community  56 :
Length  2 , 72
Length  3 , 1260
Average Degree of Seperation,  2.945945945945946
Community  57 :
Length  2 , 70
Length  3 , 1190
Average Degree of Seperation,  2.9444444444444446
Community  58 :
Length  2 , 70
Length  3 , 892
Length  4 , 66
Length  5 , 232
Average Degree of Seperation,  3.365079365079365
Community  59 :
Length  2 , 70
Length  3 , 352
Length  4 , 234
Length  5 , 390
Length  6 , 144
Length  7 , 70
Average Degree of Seperation,  4.314285714285714
Community  60 :
Length  2 , 68
Length  3 , 1122
Average Degree of Seperation,  2.942857142857143
Community  61 :
Length  2 , 68
Length  3 , 1058
Length  4 , 64
Average Degree of Seperation,  2.996638655462185
Community  62 :
Length  2 , 64
Length  3 , 644
Length  4 , 60
Length  5 , 288
Average Degree of Seperation,  3.5416666666666665
Community  63 :
Length  2 , 64
Length  3 , 992
Average Degree of Seperation,  2.9393939393939394
Community  64 :
Length  2 , 64
Length  3 , 620
Length  4 , 110
Length  5 , 196
Length  6 , 56
Length  7 , 8
Length  8 , 2
